Symbol,Name,Price,Exchange
"CGNT","Cogentix Medical Inc.",3.84,"NASDAQ Capital Market"
"CIGI","Colliers International Group Inc",66.24,"Nasdaq Global Select"
"CRBN","iShares MSCI ACWI Low Carbon Target",133.11,"NYSE Arca"
"CREG","China Recycling Energy Corp",2.27,"NASDAQ Capital Market"
"CVON","ConvergeOne Holdings Inc.",12.44,"NASDAQ Capital Market"
"DNN","Denison Mines Corp",0.4808,"NYSE American"
"DOL","WisdomTree International LargeCap Dividend Fund",42.5,"NYSE Arca"
"DTW","DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077",26.53,"New York Stock Exchange"
"DUC","Duff & Phelps Utility and Corporate Bond Trust Inc",9.22,"New York Stock Exchange"
"DUKH","Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073",25.72,"New York Stock Exchange"
"DVP","Deep Value",21.8592,"NYSE Arca"
"DXJF","WisdomTree Japan Hedged Financials Fund",20.87,"NYSE Arca"
"EUSC","WisdomTree Europe Hedged SmallCap Equity Fund",28.03,"NYSE Arca"
"EVJ","Eaton Vance New Jersey Municipal Income Trust Shares of Beneficial Interest",12.09,"NYSE American"
"GENC","Gencor Industries Inc",12.43,"NASDAQ Global Market"
"GNMA","iShares GNMA Bond ETF",51.14,"NASDAQ Global Market"
"GRX","Gabelli Healthcare & WellnessRx Trust",10.6,"New York Stock Exchange"
"GVI","iShares Intermediate Government/Credit Bond",117.75,"BATS Exchange"
"HCOM","Hawaiian Telcom Holdco Inc.",28.55,"Nasdaq Global Select"
"IAE","Voya Asia Pacific High Dividend Equity Income Fund",7.69,"New York Stock Exchange"
"IBDQ","iShares iBonds Dec 2025 Term Corporate",27.17,"NYSE Arca"
"ICF","iShares Cohen & Steers REIT",105.77,"BATS Exchange"
"IOSP","Innospec Inc",74.04,"Nasdaq Global Select"
"IOTS","Adesto Technologies Corporation",12.54,"NASDAQ Capital Market"
"IPCC","Infinity Property and Casualty Corporation",142.63,"Nasdaq Global Select"
"JCE","Nuveen Core Equity Alpha Fund",13.12,"New York Stock Exchange"
"JCO","Nuveen Credit Opportunities 2022 Target Term Fund",8.09,"New York Stock Exchange"
"JMLP","Nuveen All Cap Energy MLP Opportunities Fund of Beneficial Interest",1.11,"New York Stock Exchange"
"JNP","Juniper Pharmaceuticals Inc.",11.48,"Nasdaq Global Select"
"KLDW","Knowledge Leaders Developed World",37.4755,"NYSE Arca"
"MFM","MFS Municipal Income Trust",6.42,"New York Stock Exchange"
"MNOV","MediciNova Inc",5.05,"NASDAQ Global Market"
"MQY","BlackRock MuniYield Quality Fund Inc",15.68,"New York Stock Exchange"
"MYI","Blackrock Muniyield Quality Fund III Inc",13.36,"New York Stock Exchange"
"NURO","NeuroMetrix Inc",1.48,"NASDAQ Capital Market"
"NVEC","NVE Corp",51.18,"NASDAQ Capital Market"
"OVID","Ovid Therapeutics Inc",5.48,"Nasdaq Global Select"
"OXFD","Oxford Immunotec Global PLC",12.23,"NASDAQ Global Market"
"PBIP","Prudential Bancorp Inc",9.78,"NASDAQ Global Market"
"PCTI","PCTEL Inc",6.09,"Nasdaq Global Select"
"PFNX","Pfenex Inc",12.69,"NYSE American"
"PHDG","PowerShares S&P 500 Downside Hedged Portfolio",33.622,"NYSE Arca"
"PLM","Polymet Mining Corp",4.4,"NYSE American"
"PLSE","Pulse Biosciences Inc",9.27,"NASDAQ Capital Market"
"PMM","Putnam Managed Municipal Income Trust",7.72,"New York Stock Exchange"
"PPR","Voya Prime Rate Trust",4.45,"New York Stock Exchange"
"RBCAA","Republic Bancorp Inc",31.37,"Nasdaq Global Select"
"RVP","Retractable Technologies Inc",5.69,"NYSE American"
"RXII","RXi Pharmaceuticals Corporation",0.33,"NASDAQ Capital Market"
"SAFE","Safehold Inc",58.43,"New York Stock Exchange"
"SAL","Salisbury Bancorp Inc",36.3,"NASDAQ Capital Market"
"SBPH","Spring Bank Pharmaceuticals Inc",1.33,"NASDAQ Capital Market"
"SIL","Global X Silver Miners",47.86,"NYSE Arca"
"SLQD","iShares 0-5 Year Investment Grade Corporate Bond ETF",52.16,"NASDAQ Global Market"
"SRAX","SRAX Inc",2.86,"NASDAQ Capital Market"
"SSI","Stage Stores Inc.",0.3777,"New York Stock Exchange"
"SUNS","Solar Senior Capital Ltd",13.32,"Nasdaq Global Select"
"UWN","Nevada Gold & Casinos Inc.",2.49,"NYSE American"
"VET","Vermilion Energy Inc",3.54,"New York Stock Exchange"
"VSMV","VictoryShares US Multi-Factor Minimum Volatility ETF",32.5119,"NASDAQ Global Market"
"WF","Woori Bank American Depositary Shares (Each representing 3 shares of)",21.51,"New York Stock Exchange"
"XRF","China Rapid Finance Limited American Depositary Shares each representing one Class A",3.05,"New York Stock Exchange"
"XRM","Xerium Technologies Inc.",13.5,"New York Stock Exchange"
"JHI","John Hancock Investors Trust",16.47,"New York Stock Exchange"
"JP","Jupai Holdings Ltd",1.71,"New York Stock Exchange"
"IDX","VanEck Vectors Indonesia Index",17.54,"NYSE Arca"
"ARKW","ARK Web x.0",104.15,"NYSE Arca"
"FCVT","First Trust SSI Strategic Convertible Securities ETF",39.77,"NASDAQ Global Market"
"IBDM","iShares iBonds Dec 2021 Term Corporate",25.05,"NYSE Arca"
"PFL","PIMCO Income Strategy Fund",10.1,"New York Stock Exchange"
"FIDU","Fidelity MSCI Industrials Index",40.432,"NYSE Arca"
"QQQC","Global X NASDAQ China Technology ETF",24.97,"NASDAQ Global Market"
"JPNL","Direxion Daily Japan Bull 3X",49.1111,"NYSE Arca"
"BCH","Banco De Chile ADS",17.03,"New York Stock Exchange"
"IX","Orix Corp Ads",62.9,"New York Stock Exchange"
"PBE","PowerShares Dynamic Biotech &Genome",54.32,"NYSE Arca"
"FXU","First Trust Utilities AlphaDEX Fund",26.79,"NYSE Arca"
"USRT","iShares Core U.S. REIT",45.87,"NYSE Arca"
"GNR","SPDR S&P Global Natural Resources",39.32,"NYSE Arca"
"TLP","TransMontaigne Partners L.P. Transmontaigne Partners L.P. representing limited partner interests",41,"New York Stock Exchange"
"SNGX","Soligenix Inc",1.8,"NASDAQ Capital Market"
"NINE","Nine Energy Service Inc",1.25,"New York Stock Exchange"
"VPL","Vanguard FTSE Pacific",67.83,"NYSE Arca"
"MDYV","SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD",45.55,"NYSE Arca"
"SGG","iPath Bloomberg Sugar Subindex Total Return Sm Index ETN",37.736,"NYSE Arca"
"CSBR","Champions Oncology Inc",8.02,"NASDAQ Capital Market"
"PXSG","PowerShares Russell 2000 Pure Growth Portfolio",35.42,"NYSE Arca"
"SPNS","Sapiens International Corporation NV",31.68,"NASDAQ Capital Market"
"LBJ","Direxion Daily Latin America 3x Bull Shares",54.6,"NYSE Arca"
"GF","New Germany Fund Inc",16.83,"New York Stock Exchange"
"FF","FutureFuel Corp",12.02,"New York Stock Exchange"
"FIHD","UBS AG FI Enhanced Global High Yield ETN due March 3 2026",155.46,"NYSE Arca"
"MBTF","M B T Financial Corp",9.58,"Nasdaq Global Select"
"UGA","United States Gasoline Fund LP",19.52,"NYSE Arca"
"IMTM","iShares Edge MSCI Intl Momentum Factor",33.34,"NYSE Arca"
"HEB","Hemispherx BioPharma Inc.",0.11,"NYSE American"
"AVGR","Avinger Inc",0.42,"NASDAQ Capital Market"
"ACMR","ACM Research Inc",82.07,"NASDAQ Global Market"
"GCH","Aberdeen Greater China Fund Inc.",12.3,"New York Stock Exchange"
"GWRS","Global Water Resources Inc",11.27,"NASDAQ Global Market"
"PZE","Petrobras Argentina S.A. ADS",10.77,"New York Stock Exchange"
"PRK","Park National Corp",92.28,"NYSE American"
"SLYV","SPDR S&P 600 Small Cap Value ETF (based on S&P SmallCap Value Index--symbol--CVK",53.02,"NYSE Arca"
"PCF","High Income Securities Fund",8.0916,"New York Stock Exchange"
"PFBI","Premier Financial Bancorp Inc",13.2,"NASDAQ Global Market"
"CCBG","Capital City Bank Group Inc",20.7,"Nasdaq Global Select"
"NYNY","Empire Resorts Inc.",9.75,"NASDAQ Global Market"
"GOVNI","Government Properties Income Trust 5.875% Senior Notes due 2046",22.8,"Nasdaq Global Select"
"DBV","PowerShares DB G10 Currency Harvest",23.7,"NYSE Arca"
"SSWN","Seaspan Corporation 6.375% Notes due 2019",24.99,"New York Stock Exchange"
"PPLT","ETFS Physical Platinum Shares",84.8,"NYSE Arca"
"SMN","ProShares UltraShort Basic Materials",13.75,"NYSE Arca"
"ENFC","Entegra Financial Corp.",30.16,"NASDAQ Global Market"
"IMH","Impac Mortgage Holdings Inc",1.41,"NYSE American"
"FPX","First Trust US Equity Opportunities",92.55,"NYSE Arca"
"MGK","Vanguard Mega Cap Growth",188.37,"NYSE Arca"
"BMRC","Bank of Marin Bancorp",31.78,"NASDAQ Capital Market"
"PBW","PowerShares WilderHill Clean Energy Portfolio",53.59,"NYSE Arca"
"RGI","Guggenheim S&P 500 Equal Weight Industrials",136.8,"NYSE Arca"
"XPH","SPDR S&P Pharmaceuticals",43.2,"NYSE Arca"
"FXZ","First Trust Materials AlphaDEX Fund",38.84,"NYSE Arca"
"SSC","Seven Stars Cloud Group Inc.",3,"NASDAQ Capital Market"
"FSZ","First Trust Switzerland AlphaDEX Fund",53.66,"NASDAQ Global Market"
"PDI","PIMCO Dynamic Income Fund",24.49,"New York Stock Exchange"
"FBZ","First Trust Brazil AlphaDEX Fund",11.87,"NASDAQ Global Market"
"IJK","iShares S&P Mid-Cap 400 Growth",239,"NYSE Arca"
"AC","Associated Capital Group Inc",38.56,"New York Stock Exchange"
"PEO","Adams Natural Resources Fund Inc",11.38,"New York Stock Exchange"
"DHIL","Diamond Hill Investment Group Inc",125.2,"Nasdaq Global Select"
"CIBR","First Trust NASDAQ Cybersecurity ETF",34.76,"NASDAQ Global Market"
"REW","ProShares UltraShort Technology",18.95,"NYSE Arca"
"XPP","ProShares Ultra FTSE China 50",62.6907,"NYSE Arca"
"PXR","PowerShares Global Emerging Markets Infrastructure",34.74,"NYSE Arca"
"DWCH","Datawatch Corporation",13.1,"NASDAQ Capital Market"
"PUB","People's Utah Bancorp",22.47,"NASDAQ Capital Market"
"ESSA","ESSA Bancorp Inc",13.33,"Nasdaq Global Select"
"FFNW","First Financial Northwest Inc",9.8,"Nasdaq Global Select"
"CELC","Celcuity Inc",5.34,"NASDAQ Capital Market"
"OPY","Oppenheimer Holdings Inc",25.81,"New York Stock Exchange"
"TIPX","SPDR Bloomberg Barclays 1-10 Year TIPS",20.705,"NYSE Arca"
"BOCH","Bank of Commerce Holdings",7.6,"NASDAQ Global Market"
"KWR","Quaker Chemical Corp",193.22,"New York Stock Exchange"
"DXB","Deutsche Bk Contingent Cap TR II Tr Pfd Sec",24.95,"New York Stock Exchange"
"SVA","Sinovac Biotech Ltd",6.47,"Nasdaq Global Select"
"CMSA","CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078",26.63,"New York Stock Exchange"
"FCNCA","First Citizens BancShares Inc (Delaware)",396.91,"Nasdaq Global Select"
"USCI","United States Commodity Index Fund ETV",30.42,"NYSE Arca"
"SPLB","SPDR Portfolio Long Term Corporate Bond",31.84,"NYSE Arca"
"XONE","ExOne Co",13.48,"Nasdaq Global Select"
"WTBA","West Bancorporation Inc",17.46,"Nasdaq Global Select"
"DL","China Distance Education Holdings Ltd",9.22,"New York Stock Exchange"
"SCHO","Schwab Short-Term U.S. Treasury",51.49,"NYSE Arca"
"ULH","Universal Logistics Holdings Inc",22.05,"Nasdaq Global Select"
"ACHV","Achieve Life Sciences Inc",7.36,"NASDAQ Capital Market"
"ACT","AdvisorShares Vice ETF",26.17,"NASDAQ Global Market"
"AIRR","First Trust RBA American Industrial Renaissance ETF",26.8459,"NASDAQ Global Market"
"ALT","Altimmune Inc",12.43,"NASDAQ Global Market"
"AMDA","Amedica Corporation",0.31,"NASDAQ Capital Market"
"ANTH","Anthera Pharmaceuticals Inc",0.12,"NASDAQ Capital Market"
"ARD","Ardagh Group SA",15.9,"New York Stock Exchange"
"ARKG","ARK Genomic Revolution Multi-Sector",56.3,"NYSE Arca"
"AROW","Arrow Financial Corp",28.49,"Nasdaq Global Select"
"AUMN","Golden Minerals Co",0.4481,"NYSE American"
"AZRE","Azure Power Global Ltd",25,"New York Stock Exchange"
"BAB","PowerShares Taxable Municipal Bond Portfolio",33.51,"NYSE Arca"
"BANF","BancFirst Corp",44.89,"Nasdaq Global Select"
"BDCL","2xLeveraged Long Exchange Traded Access Securities (E-TRACS) Linked to the Wells Fargo Business Development Company Index due May 24 2041",2.44,"NYSE Arca"
"BDCS","UBS AG Exchange Traded Access Securities (E TRACS) Linked to the Wells Fargo Business Development Company Index due April 26 2041",14.03,"NYSE Arca"
"BDGE","Bridge Bancorp Inc",20.63,"Nasdaq Global Select"
"BELFB","Bel Fuse Inc. Class B Common Stock",11.25,"Nasdaq Global Select"
"BHK","BlackRock Core Bond Trust",15.86,"New York Stock Exchange"
"BPT","BP Prudhoe Bay Royalty Trust",1.82,"New York Stock Exchange"
"BRF","VanEck Vectors Brazil Small-Cap",18.59,"NYSE Arca"
"BTAL","AGFiQ U.S. Market Neutral Anti-Beta Fund",23.05,"NYSE Arca"
"BVX","Bovie Medical Corporation",6.43,"NYSE American"
"BYFC","Broadway Financial Corp",1.64,"NASDAQ Capital Market"
"CBH","AllianzGI Convertible & Income 2024 Target Term Fund",9.17,"New York Stock Exchange"
"CCA","MFS California Municipal Fund of Beneficial Interest",11.65,"NYSE American"
"CEL","Cellcom Israel Ltd",3.16,"New York Stock Exchange"
"CELP","Cypress Environmental Partners LP",2.27,"New York Stock Exchange"
"CH","Aberdeen Chile Fund Inc. (The)",9.16,"NYSE American"
"CHFS","CHF Solutions Inc",0.3145,"NASDAQ Capital Market"
"CHMG","Chemung Financial Corp",30.76,"Nasdaq Global Select"
"CMCL","Caledonia Mining Corporation Plc",18.22,"NYSE American"
"COE","China Online Education Group",19.38,"New York Stock Exchange"
"CPIX","Cumberland Pharmaceuticals Inc",3.21,"Nasdaq Global Select"
"CPST","Capstone Turbine Corp",3.85,"NASDAQ Capital Market"
"CSTR","CapStar Financial Holdings Inc",10.41,"Nasdaq Global Select"
"CZFC","Citizens First Corporation",24.41,"NASDAQ Global Market"
"DFEN","Direxion Daily Aerospace & Defense Bull 3X Shares",12.28,"NYSE Arca"
"DFP","Flaherty & Crumrine Dynamic Preferred and Income Fund Inc",26.58,"New York Stock Exchange"
"DIAX","Nuveen Dow 30SM Dynamic Overwrite Fund",14,"New York Stock Exchange"
"DIVY","Realty Shares DIVS",21.745,"NYSE Arca"
"DOD","Deutsche Bank AG ELEMENTS Dogs of the Dow Total Return Index Note ELEMENTS Dogs of the Dow Linked to the Dow Jones High Yield Select 10 Total Return Index due N",25.65,"NYSE Arca"
"DOO","WisdomTree International Dividend Top 100 Fund",36.51,"NYSE Arca"
"DRIO","DarioHealth Corp",15.75,"NASDAQ Capital Market"
"EDI","Stone Harbor Emerging Markets Total Income Fund",8.04,"New York Stock Exchange"
"EEMA","iShares MSCI Emerging Markets Asia Index Fund",75.4875,"NASDAQ Global Market"
"EFL","Eaton Vance Floating-Rate 2022 Target Term Trust",8.53,"New York Stock Exchange"
"ELSE","Electro-Sensors Inc",3.52,"NASDAQ Capital Market"
"EMHY","iShares Emerging Markets High Yield Bond",45.07,"BATS Exchange"
"ENOR","iShares Inc MSCI Norway",21.684,"BATS Exchange"
"ERA","Era Group Inc.",5.16,"New York Stock Exchange"
"ESLT","Elbit Systems Ltd",125.68,"Nasdaq Global Select"
"EVOL","Evolving Systems Inc",1,"NASDAQ Capital Market"
"FAM","First Trust/Aberdeen Global Opportunity Income Fund",10.06,"New York Stock Exchange"
"FDEU","First Trust Dynamic Europe Equity Income Fund",10.43,"New York Stock Exchange"
"FENY","Fidelity MSCI Energy Index",9.19,"NYSE Arca"
"FIF","First Trust Energy Infrastructure Fund",9.7,"New York Stock Exchange"
"FLTR","VanEck Vectors Investment Grade Floating Rate",25.24,"NYSE Arca"
"FNDF","Schwab Fundamental International Large Company Index",25.22,"NYSE Arca"
"FRBA","FIRST BANK (Hamilton)",6.89,"NASDAQ Global Market"
"FRSX","Foresight Autonomous Holdings Ltd.",0.8865,"NASDAQ Capital Market"
"GASS","StealthGas Inc",2.6,"Nasdaq Global Select"
"GBLI","Global Indemnity Ltd",25.51,"Nasdaq Global Select"
"GEC","Great Elm Capital Group Inc",2.25,"Nasdaq Global Select"
"GLIBP","GCI Liberty Inc. Series A Cumulative Redeemable Preferred Stock",28.49,"Nasdaq Global Select"
"GOAU","US Global GO Gold and Precious Metal Miners",23.56,"NYSE Arca"
"GPP","Green Plains Partners LP",7.05,"NASDAQ Global Market"
"GSIE","Goldman Sachs ActiveBeta International Equity",28.35,"NYSE Arca"
"HSEA","HSBC Holdings plc. Perpetual Sub Cap Secs",26.36,"New York Stock Exchange"
"IBD","Inspire Corporate Bond Impact",26.32,"NYSE Arca"
"IPDN","Professional Diversity Network, Inc.",0.94,"NASDAQ Capital Market"
"IYJ","iShares U.S. Industrials",167.73,"BATS Exchange"
"JLS","Nuveen Mortgage and Income Fund",19.63,"New York Stock Exchange"
"JMBA","Jamba Inc.",13,"NASDAQ Global Market"
"JOUT","Johnson Outdoors Inc",80.37,"Nasdaq Global Select"
"KBWB","PowerShares KBW Bank Portfolio",40.89,"NASDAQ Global Market"
"KEQU","Kewaunee Scientific Corp",9.47,"NASDAQ Global Market"
"KSM","DWS Strategic Municipal Income Trust",10.92,"New York Stock Exchange"
"LBCC","Long Blockchain Corp",1.27,"NASDAQ Capital Market"
"LDP","Cohen & Steers Ltd Duration Preferred & Income Fund Inc",23.87,"New York Stock Exchange"
"LGCYO","Legacy Reserves LP 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units",14.08,"Nasdaq Global Select"
"LGI","Lazard Global Total Return and Income Fund Inc",15.61,"New York Stock Exchange"
"LIFE","aTyr Pharma Inc",3.72,"Nasdaq Global Select"
"LORL","Loral Space & Communications Inc",23.13,"Nasdaq Global Select"
"LPCN","Lipocine Inc",1.29,"NASDAQ Capital Market"
"LTBR","Lightbridge Corp",3.87,"NASDAQ Capital Market"
"MHH","Mastech Digital Inc",17.37,"NYSE American"
"MLR","Miller Industries Inc",31.42,"New York Stock Exchange"
"MNP","Western Asset Municipal Partners Fund Inc",14.36,"New York Stock Exchange"
"MTT","Western Asset Municipal Defined Opportunity Trust Inc",20.29,"New York Stock Exchange"
"MUH","BlackRock MuniHoldings Fund II Inc",14.66,"New York Stock Exchange"
"MXF","Mexico Fund Inc",10.26,"New York Stock Exchange"
"MYF","BlackRock MuniYield Investment Fund",13.28,"New York Stock Exchange"
"MYSZ","My Size Inc",1.02,"NASDAQ Capital Market"
"MZF","Managed Duration Investment Grade Municipal Fund",14.33,"New York Stock Exchange"
"NEPT","Neptune Wellness Solutions Inc",2.56,"NASDAQ Capital Market"
"NHS","Neuberger Berman High Yield Strategies Fund",11.2,"NYSE American"
"NIQ","Nuveen Intermediate Duration Quality Municipal Term Fund",14.35,"New York Stock Exchange"
"NODK","NI Holdings Inc",16.8,"NASDAQ Capital Market"
"NTIC","Northern Technologies International Corp",8.01,"NASDAQ Global Market"
"NXQ","Nuveen Select Tax-Free Income Portfolio 2",15.12,"New York Stock Exchange"
"OBLN","Obalon Therapeutics Inc",0.77,"NASDAQ Global Market"
"OFS","OFS Capital Corp",4.5,"Nasdaq Global Select"
"OPP","Rivernorth/Doubleline Strategic Opportunity Fund Inc",14.2,"New York Stock Exchange"
"OREX","Orexigen Therapeutics Inc.",0.21,"Nasdaq Global Select"
"PAR","PAR Technology Corp",36.56,"New York Stock Exchange"
"PBSK","Poage Bankshares Inc.",24.71,"NASDAQ Capital Market"
"PFFD","Global X U.S. Preferred",24.7,"BATS Exchange"
"PGF","PowerShares Financial Preferred",18.75,"NYSE Arca"
"PHIIK","PHI Inc.",0.62,"Nasdaq Global Select"
"PIXY","ShiftPixy Inc",4.2,"NASDAQ Capital Market"
"PNI","PIMCO New York Municipal Income Fund II",10.96,"New York Stock Exchange"
"PQ","PetroQuest Energy Inc.",0.55,"New York Stock Exchange"
"PRAN","Prana Biotechnology Ltd",2.09,"NASDAQ Capital Market"
"PRSS","CafePress Inc.",1.46,"Nasdaq Global Select"
"PSCD","PowerShares S&P SmallCap Consumer Discretionary Portfolio",64.2575,"NASDAQ Global Market"
"PTIE","Pain Therapeutics Inc.",1.17,"Nasdaq Global Select"
"PYDS","Payment Data Systems Inc.",2.87,"NASDAQ Capital Market"
"PYN","Pimco New York Municipal Income Fund III",9.06,"New York Stock Exchange"
"QUMU","Qumu Corp",5.22,"Nasdaq Global Select"
"QVAL","Alpha Architect U.S. Quantitative Value",24.56,"BATS Exchange"
"RDCM","Radcom Ltd",8.975,"NASDAQ Capital Market"
"RELL","Richardson Electronics Ltd",4.32,"Nasdaq Global Select"
"RILYG","B. Riley Financial Inc. 7.25% Senior Notes due 2027",24.34,"NASDAQ Global Market"
"RJI","AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Total Return Structured Product",4.39,"NYSE Arca"
"ROM","ProShares Ultra Technology",59.1,"NYSE Arca"
"SBI","Western Asset Intermediate Muni Fund Inc",9.08,"New York Stock Exchange"
"SDOG","ALPS Sector Dividend Dogs",39.41,"NYSE Arca"
"SDPI","Superior Drilling Products Inc",0.3518,"NYSE American"
"SEII","Sharing Economy International Inc",0.7,"NASDAQ Capital Market"
"SGC","Superior Group of Companies Inc",22.74,"NASDAQ Global Market"
"SMBK","SmartFinancial Inc",13.9,"NASDAQ Capital Market"
"SOHO","Sotherly Hotels Inc",1.9001,"NASDAQ Global Market"
"SOJB","Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1 2076",26,"New York Stock Exchange"
"SPA","Sparton Corporation",18.5,"New York Stock Exchange"
"SPKEP","Spark Energy Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock",22.8,"Nasdaq Global Select"
"SPRT","Support.com Inc",1.89,"NASDAQ Capital Market"
"SRS","ProShares UltraShort Real Estate",14.28,"NYSE Arca"
"STRS","Stratus Properties Inc",20.55,"Nasdaq Global Select"
"SYLD","Cambria Shareholder Yield",35.77,"NYSE Arca"
"TCGP","The Carlyle Group L.P.",23.51,"Nasdaq Global Select"
